pop_diffs_2025_2100,age_effect,initial_effect,final_effect,mort_effect,prod_effect,fert_effect
1084.5986815346917,40,20,0,5.0,5.0,0.0
838.835552990686,65,10,20,5.0,5.0,0.5
156.9884207468429,65,20,10,1.0,0.0,1.5
20.40419812998977,40,20,10,0.0,0.0,0.5
272.01322460826725,50,0,10,1.0,0.0,1.5
175.14037989819963,40,20,20,1.0,1.0,0.0
-8.526512829121202e-13,65,0,20,0.0,5.0,1.5
1518.4559808804845,50,0,0,5.0,0.0,0.5
254.96716438361813,65,0,0,1.0,0.0,1.5
181.7339653238465,40,0,20,0.0,1.0,1.5
173.4874546127548,65,10,20,1.0,1.0,0.5
102.98109206042255,40,10,20,0.0,1.0,1.5
1390.4673524209818,40,0,10,5.0,5.0,0.0
0.0,40,10,20,0.0,0.0,0.0
1518.0645746657158,50,0,0,5.0,1.0,0.0
1244.9746138897174,50,10,0,5.0,1.0,0.5
221.72032467191863,40,10,20,1.0,0.0,0.0
1326.3081479187874,50,0,10,5.0,5.0,1.5
102.98109206042255,40,10,20,0.0,0.0,1.5
1114.300885232364,40,20,0,5.0,1.0,0.5
181.7339653238465,40,0,20,0.0,0.0,1.5
254.96716438361813,65,0,0,1.0,1.0,1.5
1518.4559808804845,50,0,0,5.0,1.0,0.5
1228.7176057190002,65,0,0,5.0,1.0,0.0
272.01322460826725,50,0,10,1.0,1.0,1.5
0.0,40,20,20,0.0,1.0,0.0
1225.3444328343055,50,0,20,5.0,1.0,0.0
1228.717605718998,65,0,0,5.0,5.0,1.5
0.0,40,20,20,0.0,5.0,0.0
-8.526512829121202e-13,65,10,20,0.0,1.0,0.0
1228.7176057190002,65,0,0,5.0,5.0,0.0
0.0,65,20,20,0.0,5.0,0.5
232.4193114677724,50,10,10,1.0,0.0,0.5
0.244336158620456,50,0,20,0.0,5.0,0.5
224.9949588729177,40,20,20,1.0,5.0,1.5
1223.254960509092,40,10,10,5.0,0.0,0.5
220.28529493325829,65,0,10,1.0,0.0,0.5
450.7109722799238,40,10,0,1.0,0.0,1.5
1013.5761435503445,65,10,0,5.0,0.0,1.5
885.5393961316744,40,20,20,5.0,1.0,1.5
213.98149794624965,50,20,0,1.0,0.0,1.5
1244.7285838735845,50,10,0,5.0,1.0,0.0
0.0,40,10,10,0.0,0.47,0.0
1074.410381137869,65,0,10,5.0,5.0,0.5
885.5393961316744,40,20,20,5.0,0.0,1.5
-9.663381206337365e-13,65,20,0,0.0,0.0,0.0
1013.5761435503445,65,10,0,5.0,1.0,1.5
0.0,65,20,20,0.0,0.0,0.0
1518.0645746657158,50,0,0,5.0,5.0,0.0
42.50185644633393,40,10,10,0.0,0.0,0.54
1021.296021382037,50,10,20,5.0,0.0,0.0
220.28529493325829,65,0,10,1.0,1.0,0.5
1084.5986815346917,40,20,0,5.0,1.0,0.0
1485.9523664586127,40,10,0,5.0,5.0,1.5
173.4874546127548,65,10,20,1.0,1.0,0.0
-8.526512829121202e-13,65,0,10,0.0,0.0,0.0
175.14037989819963,40,20,20,1.0,5.0,0.0
-8.526512829121202e-13,50,0,20,0.0,5.0,0.0
835.6588700390162,40,20,20,5.0,5.0,0.0
1456.847883940732,40,0,10,5.0,5.0,0.5
-8.526512829121202e-13,65,0,0,0.0,5.0,0.0
1485.9523664586127,40,10,0,5.0,1.0,1.5
224.9949588729177,40,20,20,1.0,0.0,1.5
1223.2549605090906,40,10,10,5.0,5.0,0.5
805.2478753093848,50,20,20,5.0,0.0,1.5
224.656364185921,40,20,0,1.0,1.0,0.0
0.244336158620456,50,0,20,0.0,0.0,0.5
207.832763549954,65,10,0,1.0,1.0,1.5
1040.0366646619627,50,20,0,5.0,1.0,1.5
220.28529493325829,65,0,10,1.0,5.0,0.5
353.021995876467,40,0,10,1.0,1.0,0.5
286.8348334328721,40,0,10,1.0,1.0,0.0
313.08703202007206,50,0,0,1.0,5.0,0.0
-8.526512829121202e-13,50,20,20,0.0,1.0,0.0
284.3305099979921,40,10,10,1.0,1.0,0.5
1132.5564504601405,50,10,10,5.0,1.0,0.5
1680.7383578038764,40,0,0,5.0,1.0,0.5
1074.410381137869,65,0,10,5.0,1.0,0.5
213.98149794625004,50,20,0,1.0,5.0,1.5
636.7014776569404,40,10,10,2.5,2.5,0.6
1074.410381137869,65,0,10,5.0,0.0,0.5
167.66501978279746,50,20,20,1.0,5.0,1.5
853.941050647375,65,20,0,5.0,0.0,0.0
885.5393961316744,40,20,20,5.0,5.0,1.5
-8.526512829121202e-13,50,0,0,0.0,5.0,0.0
670.9030355756375,65,20,20,5.0,0.0,0.0
-8.526512829121202e-13,65,10,10,0.0,0.0,1.5
0.0,50,10,20,0.0,0.0,0.0
0.244336158620456,50,0,20,0.0,1.0,0.5
-8.526512829121202e-13,40,20,0,0.0,1.0,0.0
224.9949588729177,40,20,20,1.0,1.0,1.5
1485.9523664586127,40,10,0,5.0,0.0,1.5
1074.4103811378654,65,0,10,5.0,0.0,0.0
251.37095916455007,50,0,20,1.0,5.0,0.0
-8.526512829121202e-13,40,20,0,0.0,5.0,0.0
1228.7176057190002,65,0,0,5.0,1.0,1.5
254.3323191080288,40,20,0,1.0,1.0,0.5
838.835552990686,65,10,20,5.0,0.0,0.5
156.98842074684518,65,20,10,1.0,5.0,1.5
272.01322460826725,50,0,10,1.0,5.0,1.5
853.9410506473776,65,20,0,5.0,1.0,0.5
251.37095916455007,50,0,20,1.0,1.0,0.0
20.40419812998977,40,20,10,0.0,5.0,0.5
-8.526512829121202e-13,65,0,20,0.0,0.0,1.5
1518.4559808804845,50,0,0,5.0,5.0,0.5
254.96716438361813,65,0,0,1.0,1.0,0.0
254.96716438361813,65,0,0,1.0,5.0,1.5
0.0984697819284861,50,20,10,0.0,1.0,0.5
175.67068198336824,65,20,0,1.0,5.0,0.5
0.0,40,0,10,0.0,5.0,0.0
1326.3081479187874,50,0,10,5.0,1.0,1.5
135.31923733927215,40,10,10,0.5,0.5,0.5
1065.660474822269,40,10,20,5.0,0.0,0.0
313.47579095905246,50,0,0,1.0,1.0,0.5
-8.526512829121202e-13,50,0,0,0.0,1.0,0.0
313.47579095905246,50,0,0,1.0,0.0,0.5
313.08703202007206,50,0,0,1.0,1.0,0.0
102.98109206042255,40,10,20,0.0,5.0,1.5
1326.3081479187874,50,0,10,5.0,0.0,1.5
-8.526512829121202e-13,50,10,0,0.0,5.0,0.0
181.7339653238463,40,0,20,0.0,5.0,1.5
-8.526512829121202e-13,65,0,0,0.0,1.0,0.0
-8.526512829121202e-13,65,0,20,0.0,1.0,1.5
838.835552990686,65,10,20,5.0,5.0,0.0
0.5546563465460395,50,10,20,0.0,1.0,1.5
835.6588700390162,40,20,20,5.0,1.0,0.0
254.3323191080288,40,20,0,1.0,0.0,0.5
1228.7176057190002,65,0,0,5.0,0.0,1.5
224.656364185921,40,20,0,1.0,5.0,0.0
759.93254938626,65,20,10,5.0,1.0,0.0
1225.589065442469,50,0,20,5.0,1.0,0.5
1183.8295297121072,40,10,10,5.0,5.0,0.0
0.5472126919215725,50,20,0,0.0,0.0,1.5
-9.663381206337365e-13,40,0,20,0.0,0.0,0.0
1013.5761435503445,65,10,0,5.0,5.0,0.0
181.48228610068185,40,10,0,0.0,0.0,1.5
670.9030355756363,65,20,20,5.0,1.0,0.5
251.6153627834184,50,0,20,1.0,5.0,0.5
0.1849466109444506,50,10,10,0.0,0.0,0.5
49.84532596296458,40,20,20,0.0,5.0,1.5
-8.526512829121202e-13,65,0,10,0.0,0.0,0.5
996.915568728402,65,0,20,5.0,1.0,0.0
139.7005981190499,65,20,20,1.0,5.0,0.5
925.945569201716,65,10,10,5.0,1.0,1.5
-8.526512829121202e-13,65,0,10,0.0,1.0,0.5
-8.526512829121202e-13,65,10,0,0.0,5.0,1.5
670.9030355756363,65,20,20,5.0,0.0,0.5
190.37035183192216,65,10,10,1.0,5.0,1.5
181.48228610068185,40,10,0,0.0,1.0,1.5
66.12461130469882,40,0,10,0.0,5.0,0.5
265.7363895864541,40,0,20,1.0,0.0,0.0
589.4288754222405,40,10,10,2.5,0.0,0.0
1225.589065442469,50,0,20,5.0,0.0,0.5
324.74059974280965,40,10,20,1.0,1.0,1.5
996.915568728402,65,0,20,5.0,1.0,1.5
0.0,50,20,0,0.0,0.0,0.0
-8.526512829121202e-13,65,0,0,0.0,0.0,1.5
447.6104260813993,40,0,20,1.0,1.0,1.5
-8.526512829121202e-13,65,10,20,0.0,1.0,0.5
119.57416540782008,40,10,10,0.5,0.0,0.0
1168.7934561530226,40,10,20,5.0,5.0,1.5
-8.526512829121202e-13,40,0,0,0.0,0.0,0.0
1.1866835204405677,50,0,10,0.0,0.0,1.5
269.10084023011433,40,10,0,1.0,0.0,0.0
205.1746415948008,65,0,20,1.0,5.0,1.5
1466.027760537931,40,0,20,5.0,5.0,1.5
-8.526512829121202e-13,65,20,10,0.0,0.0,1.5
-8.526512829121202e-13,50,0,10,0.0,0.0,0.0
29.66665619330462,40,20,0,0.0,5.0,0.5
270.82592666469463,50,0,10,1.0,0.0,0.0
-8.526512829121202e-13,65,20,10,0.0,1.0,1.5
996.915568728402,65,0,20,5.0,5.0,0.0
-8.526512829121202e-13,40,10,0,0.0,0.0,0.0
1.1866835204405677,50,0,10,0.0,1.0,1.5
447.61042608140224,40,0,20,1.0,0.0,1.5
-8.526512829121202e-13,65,0,0,0.0,1.0,1.5
996.915568728402,65,0,20,5.0,0.0,1.5
0.3879547123133307,50,0,0,0.0,5.0,0.5
1021.8510359933116,50,10,20,5.0,0.0,1.5
324.74059974280965,40,10,20,1.0,0.0,1.5
189.61756836980408,50,20,10,1.0,1.0,0.5
207.832763549954,65,10,0,1.0,1.0,0.0
0.3879547123133307,50,0,0,0.0,1.0,0.5
23.472761230444178,40,10,10,0.1,0.6,0.0
-8.526512829121202e-13,65,0,0,0.0,5.0,1.5
156.98842074684518,65,20,10,1.0,5.0,0.0
244.9585338457175,40,10,10,1.0,1.0,0.0
1.1866835204405677,50,0,10,0.0,5.0,1.5
1168.7934561530226,40,10,20,5.0,0.0,1.5
18.277952217267057,65,5,5,0.09,0.08,0.0
1593.6643495169103,40,0,0,5.0,0.0,0.0
205.1746415948008,65,0,20,1.0,0.0,1.5
1466.027760537931,40,0,20,5.0,0.0,1.5
1325.1188413232076,50,0,10,5.0,0.0,0.0
29.66665619330462,40,20,0,0.0,1.0,0.5
-8.526512829121202e-13,40,20,10,0.0,0.0,0.0
-8.526512829121202e-13,65,0,20,0.0,5.0,0.0
29.66665619330462,40,20,0,0.0,0.0,0.5
205.1746415948008,65,0,20,1.0,1.0,1.5
0.2458139644584207,50,10,0,0.0,0.0,0.5
1168.7934561530226,40,10,20,5.0,1.0,1.5
211.23319050936732,50,10,20,1.0,1.0,1.5
-8.526512829121202e-13,40,10,10,0.0,1.0,0.0
996.915568728402,65,0,20,5.0,5.0,1.5
0.3879547123133307,50,0,0,0.0,0.0,0.5
324.74059974280965,40,10,20,1.0,5.0,1.5
1021.8510359933116,50,10,20,5.0,5.0,1.5
39.35355962792937,40,10,10,0.0,1.0,0.5
1283.7276400257356,40,0,20,5.0,0.0,0.0
0.5472126919215157,50,20,0,0.0,5.0,1.5
30.556819526121785,40,10,10,0.13,0.0,0.0
181.48228610068185,40,10,0,0.0,5.0,1.5
49.84532596296458,40,20,20,0.0,0.0,1.5
251.6153627834184,50,0,20,1.0,0.0,0.5
-8.526512829121202e-13,65,0,20,0.0,1.0,0.0
-8.526512829121202e-13,65,0,10,0.0,5.0,0.5
1132.3714372737695,50,10,10,5.0,1.0,0.0
-8.526512829121202e-13,65,10,10,0.0,0.0,0.0
205.1746415948008,65,0,20,1.0,1.0,0.0
-8.526512829121202e-13,65,10,0,0.0,0.0,1.5
251.6153627834184,50,0,20,1.0,1.0,0.5
49.84532596296458,40,20,20,0.0,1.0,1.5
190.3703518319205,65,10,10,1.0,0.0,1.5
66.1246113047012,40,0,10,0.0,0.0,0.5
1225.589065442469,50,0,20,5.0,5.0,0.5
39.35355962792937,40,10,10,0.0,0.0,0.5
925.945569201716,65,10,10,5.0,0.0,0.5
139.7005981190499,65,20,20,1.0,5.0,1.5
-8.526512829121202e-13,40,10,0,0.0,5.0,0.0
-8.526512829121202e-13,50,10,10,0.0,0.0,0.0
-8.526512829121202e-13,65,0,10,0.0,0.0,1.5
270.82592666469463,50,0,10,1.0,5.0,0.0
296.92630430094533,40,0,0,0.0,0.0,1.5
996.9155687284036,65,0,20,5.0,0.0,0.0
252.3265540452148,50,0,20,1.0,5.0,1.5
0.7237630773565229,50,10,10,0.0,0.0,1.5
14.456373591273293,40,20,20,0.0,5.0,0.5
189.51909848295173,50,20,10,1.0,1.0,0.0
52.662951693881155,40,10,0,0.0,0.0,0.5
102.91422230704228,40,8,8,0.41,0.72,0.0
0.139788212953249,50,20,0,0.0,0.0,0.5
0.069961508996073,50,20,20,0.0,1.0,0.5
1226.3012267281554,50,0,20,5.0,1.0,1.5
135.60133682363136,40,10,10,0.0,5.0,1.5
1226.3012267281554,50,0,20,5.0,0.0,1.5
227.86659382404943,40,0,10,0.0,5.0,1.5
670.9030355756363,65,20,20,5.0,0.0,1.5
52.662951693881155,40,10,0,0.0,1.0,0.5
-8.526512829121202e-13,50,20,10,0.0,1.0,0.0
0.0,50,20,0,0.0,5.0,0.0
0.7237630773565797,50,10,10,0.0,1.0,1.5
-8.526512829121202e-13,50,0,10,0.0,5.0,0.0
925.945569201716,65,10,10,5.0,1.0,0.0
-8.526512829121202e-13,65,0,10,0.0,1.0,1.5
-9.663381206337365e-13,40,0,0,0.0,5.0,0.0
232.23434920823968,50,10,10,1.0,0.0,0.0
925.945569201716,65,10,10,5.0,1.0,0.5
0.0,65,20,10,0.0,0.0,0.5
-8.526512829121202e-13,50,0,10,0.0,1.0,0.0
205.1746415948008,65,0,20,1.0,5.0,0.5
269.2583236713049,40,20,10,1.0,0.0,1.5
1095.5815335264626,40,10,20,5.0,5.0,0.5
269.10084023011433,40,10,0,1.0,1.0,0.0
919.106286531809,50,20,10,5.0,0.0,1.5
0.3037257062919138,50,0,10,0.0,0.0,0.5
265.7363895864543,40,0,20,1.0,5.0,0.0
-8.526512829121202e-13,65,0,0,0.0,0.0,0.5
996.915568728402,65,0,20,5.0,1.0,0.5
251.6100499580455,40,10,20,1.0,1.0,0.5
0.0,65,20,0,0.0,0.0,1.5
1013.5761435503446,65,10,0,5.0,0.0,0.0
1021.4377630745915,50,10,20,5.0,0.0,0.5
251.6100499580455,40,10,20,1.0,0.0,0.5
1.5150380167276012,50,0,0,0.0,5.0,1.5
996.915568728402,65,0,20,5.0,0.0,0.5
213.4342077726974,50,20,0,1.0,1.0,0.0
-8.526512829121202e-13,65,0,0,0.0,1.0,0.5
318.51515547183317,40,0,20,1.0,0.0,0.5
1183.8295297121072,40,10,10,5.0,0.0,0.0
-8.526512829121202e-13,40,0,20,0.0,5.0,0.0
0.0,65,10,20,0.0,0.0,1.5
0.3037257062919138,50,0,10,0.0,1.0,0.5
-8.526512829121202e-13,40,10,0,0.0,1.0,0.0
102.25005373315122,40,20,0,0.0,5.0,1.5
270.82592666469463,50,0,10,1.0,1.0,0.0
1325.1188413232076,50,0,10,5.0,1.0,0.0
102.25005373315122,40,20,0,0.0,1.0,1.5
-8.526512829121202e-13,65,20,10,0.0,5.0,0.5
30.562358127448363,65,5,5,0.15,0.13,0.0
205.1746415948008,65,0,20,1.0,0.0,0.5
0.9609964540115924,50,10,0,0.0,1.0,1.5
919.106286531809,50,20,10,5.0,5.0,1.5
0.3037257062919138,50,0,10,0.0,5.0,0.5
1593.6643495169103,40,0,0,5.0,1.0,0.0
1095.5815335264626,40,10,20,5.0,0.0,0.5
-8.526512829121202e-13,65,0,0,0.0,5.0,0.5
1039.489154723844,50,20,0,5.0,1.0,0.0
1.5150380167276012,50,0,0,0.0,1.0,1.5
-8.526512829121202e-13,65,20,0,0.0,5.0,1.5
189.90469417711944,50,20,10,1.0,1.0,1.5
1026.456708775631,40,20,10,5.0,1.0,1.5
251.6100499580455,40,10,20,1.0,5.0,0.5
1231.1400801401053,40,10,10,5.0,5.0,0.6
1021.4377630745915,50,10,20,5.0,5.0,0.5
1.5150380167276012,50,0,0,0.0,0.0,1.5
996.915568728402,65,0,20,5.0,5.0,0.5
318.51515547183374,40,0,20,1.0,5.0,0.5
1283.7276400257356,40,0,20,5.0,5.0,0.0
-8.526512829121202e-13,65,10,20,0.0,5.0,1.5
1095.5815335264626,40,10,20,5.0,1.0,0.5
210.8201599267258,50,10,20,1.0,1.0,0.5
1303.9618690041848,40,10,0,5.0,1.0,0.0
205.1746415948008,65,0,20,1.0,1.0,0.5
0.96099645401182,50,10,0,0.0,0.0,1.5
1336.6275281452808,40,0,20,5.0,1.0,0.5
102.25005373315122,40,20,0,0.0,0.0,1.5
139.7005981190499,65,20,20,1.0,0.0,1.5
1303.9618690041848,40,10,0,5.0,5.0,0.0
296.9263043009453,40,0,0,0.0,5.0,1.5
-9.663381206337365e-13,65,0,20,0.0,0.0,0.0
-8.526512829121202e-13,65,0,10,0.0,5.0,1.5
190.37035183192216,65,10,10,1.0,1.0,0.0
14.456373591273293,40,20,20,0.0,0.0,0.5
252.3265540452148,50,0,20,1.0,0.0,1.5
190.37035183192216,65,10,10,1.0,1.0,0.5
52.662951693881155,40,10,0,0.0,5.0,0.5
1283.7276400257365,40,0,20,5.0,1.0,0.0
0.139788212953249,50,20,0,0.0,5.0,0.5
0.0,65,20,10,0.0,0.0,0.0
1226.3012267281554,50,0,20,5.0,5.0,1.5
156.98842074684495,65,20,10,1.0,0.0,0.0
135.6013368236355,40,10,10,0.0,0.0,1.5
227.86659382405185,40,0,10,0.0,0.0,1.5
670.9030355756375,65,20,20,5.0,5.0,1.5
252.3265540452148,50,0,20,1.0,1.0,1.5
14.456373591273293,40,20,20,0.0,1.0,0.5
1325.1188413232076,50,0,10,5.0,5.0,0.0
205.1746415948008,65,0,20,1.0,0.0,0.0
-8.526512829121202e-13,40,20,10,0.0,5.0,0.0
1593.6643495169087,40,0,0,5.0,5.0,0.0
0.0,65,20,20,0.0,5.0,0.0
1518.0645746657158,50,0,0,5.0,0.0,0.0
0.0,40,10,20,0.0,1.0,0.0
29.87887887896079,40,10,20,0.0,1.0,0.5
175.670681983367,65,20,0,1.0,0.0,1.5
173.4874546127548,65,10,20,1.0,1.0,1.5
1186.9788421288802,40,20,0,5.0,0.0,1.5
254.96716438361813,65,0,0,1.0,0.0,0.5
-8.526512829121202e-13,65,20,0,0.0,5.0,0.0
1519.593845434587,50,0,0,5.0,0.0,1.5
-8.526512829121202e-13,65,0,20,0.0,5.0,0.5
-8.526512829121202e-13,65,0,10,0.0,5.0,0.0
271.12977164289714,50,0,10,1.0,0.0,0.5
175.14037989819963,40,20,20,1.0,0.0,0.0
0.1417081964364683,50,10,20,0.0,5.0,0.5
156.9884207468429,65,20,10,1.0,0.0,0.5
1021.2960213820372,50,10,20,5.0,5.0,0.0
1228.7176057190002,65,0,0,5.0,5.0,0.5
271.12977164289714,50,0,10,1.0,1.0,0.5
853.9410506473753,65,20,0,5.0,5.0,1.5
0.0,40,20,20,0.0,0.0,0.0
220.28529493325829,65,0,10,1.0,5.0,0.0
1225.3444328343055,50,0,20,5.0,0.0,0.0
1519.593845434587,50,0,0,5.0,1.0,1.5
1228.717605718998,65,0,0,5.0,0.0,0.0
255.50095480522992,50,10,0,1.0,5.0,1.5
175.67068198336824,65,20,0,1.0,5.0,0.0
254.96716438361813,65,0,0,1.0,1.0,0.5
52.73908546631918,40,0,20,0.0,0.0,0.5
0.3855496157272,50,20,10,0.0,5.0,1.5
1325.4230933531414,50,0,10,5.0,5.0,0.5
29.87887887896079,40,10,20,0.0,0.0,0.5
221.72032467191863,40,10,20,1.0,1.0,0.0
1245.6909095951594,50,10,0,5.0,1.0,1.5
314.60540782679186,50,0,0,1.0,5.0,1.5
139.7005981190499,65,20,20,1.0,5.0,0.0
1013.5761435503446,65,10,0,5.0,0.0,0.5
850.1246449600749,40,20,20,5.0,1.0,0.5
321.79977116974777,40,10,0,1.0,0.0,0.5
221.72032467191863,40,10,20,1.0,5.0,0.0
220.28529493325829,65,0,10,1.0,0.0,1.5
594.7124626112084,40,10,10,2.52,0.0,0.0
232.95826202067315,50,10,10,1.0,0.0,1.5
0.9552232989098002,50,0,20,0.0,5.0,1.5
1319.6883102426114,40,10,10,5.0,0.0,1.5
189.5992136250008,40,20,20,1.0,5.0,0.5
-9.663381206337365e-13,65,20,20,0.0,5.0,1.5
220.28529493325829,65,0,10,1.0,1.0,0.0
1619.2324067268692,40,0,10,5.0,1.0,1.5
-8.526512829121202e-13,65,0,10,0.0,1.0,0.0
1319.6883102426114,40,10,10,5.0,1.0,1.5
1084.5986815346917,40,20,0,5.0,0.0,0.0
220.28529493325829,65,0,10,1.0,1.0,1.5
514.9215713621261,40,0,10,1.0,5.0,1.5
0.0,40,10,20,0.0,5.0,0.0
850.1246449600749,40,20,20,5.0,0.0,0.5
1894.09795441926,40,0,0,5.0,5.0,1.5
1074.410381137869,65,0,10,5.0,5.0,1.5
213.57399746584375,50,20,0,1.0,1.0,0.5
1074.410381137869,65,0,10,5.0,1.0,1.5
41.69133804635089,40,10,10,0.01,0.02,0.5
380.62603561413187,40,10,10,1.0,1.0,1.5
1013.5761435503445,65,10,0,5.0,5.0,0.5
629.2518844172885,40,0,0,1.0,5.0,1.5
210.6784438535302,50,10,20,1.0,1.0,0.0
220.28529493325829,65,0,10,1.0,5.0,1.5
1039.628948918949,50,20,0,5.0,1.0,0.5
1319.688310242611,40,10,10,5.0,5.0,1.5
189.5992136250008,40,20,20,1.0,0.0,0.5
0.9552232989098002,50,0,20,0.0,0.0,1.5
207.832763549954,65,10,0,1.0,1.0,0.5
224.656364185921,40,20,0,1.0,0.0,0.0
-9.663381206337365e-13,65,20,20,0.0,0.0,1.5
1356.7682417631668,40,10,0,5.0,1.0,0.5
838.835552990686,65,10,20,5.0,0.0,0.0
1074.410381137869,65,0,10,5.0,1.0,0.0
1356.7682417631668,40,10,0,5.0,0.0,0.5
0.0,65,20,20,0.0,1.0,1.5
457.74316813819905,65,10,10,2.5,2.5,0.6
97.63599275100938,40,10,10,0.41,0.72,0.0
-8.526512829121202e-13,40,20,0,0.0,0.0,0.0
0.9552232989098002,50,0,20,0.0,1.0,1.5
189.5992136250008,40,20,20,1.0,1.0,0.5
0.0,40,10,10,0.0,0.5,0.0
73.06125950732098,40,10,10,0.13,0.47,0.54
-8.526512829121202e-13,40,0,10,0.0,0.0,0.0
1065.660474822269,40,10,20,5.0,5.0,0.0
-8.526512829121202e-13,65,10,10,0.0,0.0,0.5
670.9030355756363,65,20,20,5.0,1.0,0.0
853.9410506473776,65,20,0,5.0,1.0,0.0
850.1246449600749,40,20,20,5.0,5.0,0.5
47.16291948907735,40,10,10,0.2,0.7,0.0
1074.410381137869,65,0,10,5.0,0.0,1.5
1894.09795441926,40,0,0,5.0,0.0,1.5
314.60540782679186,50,0,0,1.0,1.0,1.5
-8.526512829121202e-13,50,0,0,0.0,0.0,0.0
1065.660474822269,40,10,20,5.0,1.0,0.0
670.9030355756363,65,20,20,5.0,5.0,0.0
1325.4230933531414,50,0,10,5.0,1.0,0.5
1186.9788421288797,40,20,0,5.0,5.0,1.5
759.93254938626,65,20,10,5.0,1.0,0.5
254.96716438361813,65,0,0,1.0,5.0,0.5
853.941050647375,65,20,0,5.0,5.0,0.0
0.0,40,10,10,0.0,2.5,0.0
1519.593845434587,50,0,0,5.0,5.0,1.5
254.96716438361813,65,0,0,1.0,0.0,0.0
-8.526512829121202e-13,65,0,20,0.0,0.0,0.5
1074.410381137869,65,0,10,5.0,5.0,0.0
0.1417081964361841,50,10,20,0.0,0.0,0.5
271.12977164289714,50,0,10,1.0,5.0,0.5
251.37095916455007,50,0,20,1.0,0.0,0.0
47.224305020650775,40,10,10,0.0,0.0,0.6
326.94056800513437,40,20,0,1.0,1.0,1.5
156.98842074684518,65,20,10,1.0,5.0,0.5
-8.526512829121202e-13,50,10,20,0.0,5.0,0.0
1228.7176057190002,65,0,0,5.0,1.0,0.5
92.58763800578885,65,10,10,0.5,0.5,0.5
1228.7176057190002,65,0,0,5.0,0.0,0.5
838.835552990686,65,10,20,5.0,1.0,1.5
326.94056800513437,40,20,0,1.0,0.0,1.5
-8.526512829121202e-13,50,0,20,0.0,0.0,0.0
835.6588700390162,40,20,20,5.0,0.0,0.0
853.9410506473776,65,20,0,5.0,0.0,1.5
255.50095480522987,50,10,0,1.0,0.0,1.5
-8.526512829121202e-13,65,0,20,0.0,1.0,0.5
-8.526512829121202e-13,65,0,0,0.0,0.0,0.0
104.92798785955972,40,10,10,0.44,0.0,0.0
29.87887887896079,40,10,20,0.0,5.0,0.5
0.3855496157271432,50,20,10,0.0,0.0,1.5
1325.4230933531414,50,0,10,5.0,0.0,0.5
314.60540782679186,50,0,0,1.0,0.0,1.5
313.08703202007206,50,0,0,1.0,0.0,0.0
